name,sector,year_founded,label_date,website,description,founders,email
SOAR,HealthTech,2020,12/2020,http://www.soar.tn/,"SOAR permet d'uberiser les services de soins paramédicaux et de les commander à domicile, se faire traiter par des professionnels et payer en ligne.","Aymen Talbi, Nour Boumaiza",n.a.
Ailine Pro,Business Software and services,2024,11/2024,www.ailine.pro,,"Ines Achour, chtourou saif, Nadra Achour",n.a.
Rivezli.tn,EdTech,2021,08/2022,https://rivezli.tn/,"Une plate-forme éducative dédiée aux étudiants, contenant des cours conformes au programme universitaire tunisien.","Jawher Thabet, Fakher Bourray, Ghaith Thabet, Moncef Ben Rabia",rivezli.info@gmail.com
INSTAWARE,Advanced Manufacturing & Robotics,2022,08/2022,http://www.instaware.tn/,"INSTAWARE est spécialisée dans la conception et la fabrication de solutions innovantes basé sur l'AIoT et destiné a la :
-Surveillance &amp; Sécurité grâce a notre centrale d'alarme nouvelle génération et ses accessoires.
-Commande des appareils électriques tel les portes motorisé et projecteurs grâce a nos interrupteurs intelligents.","Adnene LABIDI, Abir LABIDI, Sabri BOUZOUITA",ladnene@yahoo.fr
Symmetryk,Business Software and services,2012,04/2019,http://www.nostatikmedia.com/,"Symmetryk : Une plateforme d'échange de documents entre le siège, filiales et les équipes sur le terrain.","Khaled Frad, Ramzi Mrad",n.a.
Galactech,Business Software and services,2016,05/2019,https://www.galactechstudio.com/,Galactech offre aux opérateurs de téléphonie mobile une variété de services à valeur ajoutée de haute qualité et un contenu riche et varié.,Houcem Maiza,n.a.
ai diagnosis vision,HealthTech,2020,10/2020,http://aidgvision.com/,"AI diagnosis vision est une plateforme basée sur l'intelligence artificielle fournit aux dentistes, aux cabinets de médecins et aux hôpitaux publics un diagnostic précis et précoce des tumeurs et des kystes, une construction en 3D à partir d'une radiographie en 2D et un plan de traitement efficace .","Saoussen Ayari, Anouar Nechi, Koussai Barhoumi",n.a.
ALGAEPOOL,Agritech,2021,01/2022,http://www.algaepool.com,"Algaepool se spécialise dans la conception et Installation du système standardisé, de production de micro algues adaptés aux contraintes des climats arides et des zones péri urbaines.","Taieb Nemissi, Dominique Delobel",n.a.
ZATEX,Consumer products and services,2020,05/2020,http://m2m-group.tech/,"ZATEX fournit une solution complète pour les systèmes de télémétrie et les logiciels de gestion, transformant ainsi                              le mode de fonctionnement des stations-services et des distributeurs de carburant.                              Les systèmes de jaugeage électroniques de ZATEX pour les stations services et les distributeurs de carburant                              améliorent la performance de l’entreprise.","Mohamed Maalej, Faten Maalej, Houssem Amara",n.a.
Inspiring Technologies,Advanced Manufacturing & Robotics,2020,12/2021,http://inspiretech.io,"InspireTech fait appel aux technologies de l'industrie 4.0 et de la mécatronique pour développer des solutions avancées, standards et personnalisées pour ses clients industriels.","Moez Kazdaghli, Anis Trigui, Mohamed Maatoug, Amine Mahdhi",n.a.
Abneam,Commerce and shopping,2021,07/2022,https://abneam.com/,"Abneam est une Startup tunisienne qui crée des applications web et mobiles pour grand public. Derrière nos applications, il y a une énorme quantité de données traitées chaque jour sur nos serveurs. Notre premier produit est Barbechli.tn qui est un moteur de recherche des sites e-commerce Tunisiens.","Haythem Hamdi, Amine Hamdi, Seifeddine Hamdi, Abdelbasset Ben Hnia",n.a.
OFFENSYLAB,Security,2022,10/2022,www.offensylab.io,"OffensyLab est créé avec la conviction que la cybersécurité peut être accessible à toute entreprise. Nous comprenons les enjeux et les conséquences des cyberattaques sur les finances, la réputation, les opérations et les personnes des entreprises.
Notre mission est de faire en sorte que chaque organisation vérifie en continu sa posture de sécurité et qu’elle ait confiance en la sécurité de ses actifs exposés.
OffensyLab offre une technologie cloud de nouvelle génération au processus pentest. Notre plate-forme Pentest-as-a-Service IGIER combine notre expertise et nos connaissances humaines en une application cloud et des résultats en temps réel.","Faten meziou, Ahmed Chabchoub, Moataz Jemni, Koussay Bouchaala",faten.meziou@gmail.com
Watto,Fintech,2021,12/2022,https://www.watto.tn,"Watto est un nouveau service collaboratif, facile et innovant qui permet d’effectuer des paiements à plusieurs ou de convertir de l’argent en carte cadeau en quelques clics.

Nos cagnottes en ligne constituent l’outil idéal pour collecter et gérer de l’argent avec ses proches. Que ce soit pour un anniversaire, un mariage, un weekend entre amis, Watto permet de créer rapidement une cagnotte personnalisée en quelques clics. Plus besoin d’avancer les frais ou courir après les remboursements !


Nos cartes cadeaux quant à elles offrent une solution pratique pour trouver le cadeau parfait. Les utilisateurs peuvent choisir parmi une large sélection de magasins partenaires et recevoir leur carte cadeau directement par email.","Selim Mohamed Gharbi, omar khemakhem",n.a.
DRYSEK,Agritech,2021,07/2021,https://www.facebook.com/drysek/,DRYSEK est spécialisée dans la fabrication et commercialisation des séchoirs solaires innovants et intelligents comme alternative des méthodes traditionnelles de séchage.,"Amjed Teraa, Elyes Said",n.a.
WareCom,Consumer products and services,2019,01/2020,http://www.warecom.tn,WareCom propose un produit IoT pour la localisation et la tracabilite d'etat des conteneurs lors de transport maritime.,"Hamza Said, Nour Abbous, Ali Saidi",n.a.
khalta,Ad Tech and Creative Tech,2017,05/2020,http://www.khaltastore.com,"Khalta est un atelier de design fondée en 2017 par deux jeunes architectes Designer: Molka AYADI et Imen FARAH.                              Nous concevons et fabriquons des articles de décoration, du mobilier, des luminaires à base d’un mélange spécial de béton fibré.                              Notre fabrication est 100% tunisienne réalisée dans notre atelier.","Molka Ayadi, Imen Farah",n.a.
Industry X.0,Advanced Manufacturing & Robotics,2019,08/2019, https://www.industryx0.pro,Industry X.0 offre aux industries des solutions technologiques (Iot) et informatiques basées sur l'intelligence artificielle permettant de maîtriser le Product Life-cycle Management.,"Bilel Labidi, Med Abdel Aziz Battikh",n.a.
CLEDISS,Business Software and services,2018,07/2020,http://www.nomadis.online ,"NOMADIS est une solution intégrée pour une gestion automatique de la vente, distribution et du merchandising.","Ahmed Salah, Soumaya Dridi",n.a.
datavision,Business Software and services,2019,11/2019,http://www.datavision.company,"Datavision est une solution de tracking de l'experience visiteur en temps réel offrant des recommandations d'amélioration pour les points de vente, les malls et les agences publicitaires","Skander Amor, Borhen Jlidi",n.a.
iwassel,Mobility,2019,09/2019,http://www.iwassel.tn,"Iwassel, Uber de la livraison, est une plateforme logistique qui connecte les e-commerces et les consommateurs pour une livraison en Point Relais.","Yasmine Dahloul, Sarra Khemakhem, Firas Rhaiem",n.a.
AZÄ,Commerce and shopping,2019,12/2019,http://www.maison-aza.com,"La coopérative des artisanes ""Mergoum"" lance sa marque : AZÄ (l'Homme Libre en langue berbère). AZÄ est le fruit d'un long processus qui abouti, enfin, vers une entreprise coopérative de droit international. Des produits naturels, un esprit de qualité et un commerce équitable voilà les principaux fondements de notre entreprise.",Oussama Gmati,n.a.
WAMIA,Commerce and shopping,2017,12/2020,https://www.wamia.tn,"WAMIA est une marketplace présentant un service aux commerçants pour la vente directe de leurs produits, fournir l’expédition et les services annexes aux clients en Tunisie.","Abderrazak Aloui, Ali Cherif, Amir Rekhaies",n.a.
Tissu.tn | Mercerie.tn,Commerce and shopping,2024,05/2024,www.tissu.tn | www.mercerie.tn,,"Malek Dhahri, Majdi Dhahri, Moez Dhahri",n.a.
GST,Mobility,2014,09/2020,http://www.gst-tunisie.com,"C'est une solutions mobiles,B2B, d'automatisation de l'activité de la force de vente directe, permettant un pilotage en temps réel de l'activité commerciale terrain, distribution et management system.",Nesria Lehiani,n.a.
METHANIA INDUSTRIES,Environment,2017,05/2019,https://www.methania.com/,"Methania est spécialisée dans la conception, industrialisation, fabrication et installation des solutions de micro méthanisation et micro cogénération,ingénierie et construction des installations clé en main de Méthanisation.",Selim Kanzari,n.a.
Smart Detection,Environment,2022,02/2022,,Smart Detection est un système intelligent de détection de fuite dans les conduites d'eau avec le suivi à distance et à temps réel.,Manel Elleuchi,n.a.
wiTrade,Commerce and shopping,2020,12/2020,,wiTrade est une marketplace qui connecte les vendeurs Tunisiens aux acheteurs internationaux et joue le rôle d'un canal de vente et de distribution,"Meriem Nebti, zaineb nebti, Taha Nebti",n.a.
RSE Time,Business Software and services,2023,01/2024,https://www.rsetime.com,"RSE Time est la première plateforme en Tunisie qui digitalise et centralise toutes les activités RSE des entreprises en les mettant en relation avec les associations travaillant sur  les mêmes axes tout en impliquant leurs collaborateurs. Grâce à RSE Time, les Entreprises peuvent mesurer leur impact.","Rym Bendhief Akremi, Mohamed Hbib Ben Akremi, Mohamed Aziz Ben Akremi",contact@rsetime.com
CONTYFIND,Business Software and services,2023,04/2023,www.contyfind.com,"CONTYFIND est une startup de pointe spécialisée dans la digitalisation des processus logistiques et de transport. Nous proposons des applications web et mobiles qui révolutionnent la façon dont les entreprises gèrent leurs processus logistiques. Notre solution innovante comprend une check-list numérique qui garantit l'état apparent de chaque unité tout au long de la chaîne logistique globale.

Notre application permet aux entreprises d'accéder aux listes de contrôle en temps réel, en fournissant des actualités immédiates sur l'état de chaque unité. Cette fonctionnalité permet aux entreprises d'identifier et de gérer tout problème et de prendre rapidement des mesures adéquates.

Nous croyons que le temps, c'est de l'argent. C'est pourquoi notre solution est conçue pour être efficace et conviviale, permettant aux entreprises de centraliser leurs documents et de rationaliser leur flux de travail. En numérisant l'exécution des rapports d'inspection et autres documents, nous aidons les entreprises à gagner du temps, à réduire les coûts et à éliminer la nécessité d'une paperasserie encombrante.

Notre équipe d'experts s'attache à comprendre les besoins uniques de chaque entreprise avec laquelle nous travaillons et à fournir une solution qui réponde à leurs exigences spécifiques. Avec CONTYFIND, les entreprises peuvent prendre le contrôle de leurs opérations logistiques et atteindre leurs objectifs plus rapidement et plus efficacement que jamais.","Aymen Sarraj, Maan mrabet, Hassen Tahri",contact@contyfind.com
Kumulus,Environment,2021,02/2022,http://www.kumuluswater.com,"Kumulus est spécialisée dans la construction de machines de la taille d'un mini-frigo, produisent 30 litres d'eau potable par jour en utilisant uniquement l'énergie solaire et l'humidité atmosphérique.","Iheb Triki, Mohamed Ali Abid, Nouha Abroug",n.a.
ODIX,Business Software and services,2021,05/2021,http://odix.io,ODIX est un ERP qui regroupe tous les besoins d’une PME dans un seul endroit.,"Anis Zehani, Anissa Zehani",n.a.
Comporoll,Environment,2022,07/2022,,Comporoll est une start up qui propose une de vivre une expérience facile et agréable dans la transformation des déchets organique en Compost.,"Ghalia Damak, Mohamed Dammak",contact@comporoll.com
WorkPoint / X-Point,Business Software and services,2021,12/2021,http://www.workpoint.tn,WorkPoint est une plateforme permettant de gérer les différentes interactions entre les employés et l'environnement de travail offrant une vue 360° de l’employé.,"Amira Hasnaoui , Montassar Bach Ouerdiane",n.a.
Tanit.ai,HealthTech,2024,05/2024,https://tanitai.azurewebsites.net/   Mail: kais.zhioua@gmail.com Pswd: Tanit@2023,,Kais Zhioua,n.a.
Junior Robotics Lab,EdTech,2019,02/2020,http://junioroboticslab.co,Junior Robotics Lab offre une solution aux écoles privées et aux centres de formation afin d'enseigner la robotique à travers notre platforme en ligne,"Sami Turki, Atef Ben Bekri",n.a.
Hello Dati,TravelTech,2019,01/2022,https://hellodati.com,"Hello Dati met à disposition des smartphones équipés d’un ensemble de services adapté à tous les besoins des invités des hôtels, qui parviennent sous forme de notifications et qui assurent la réussite du voyage.",Nizar Hamdi,n.a.
